mom_id,date,e. Manufacture of dairy products,"(P). MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","e. Manufacture of cutlery, hand tools and general hardware",a. Manufacture of structural metal products,d. Manufacture of other porcelain and ceramic products,b. Manufacture of refractory products,h. Manufacture of man-made fibres,f. Manufacture of other textiles,a. Manufacture of tobacco products,(C). MANUFACTURE OF TOBACCO PRODUCTS,h. Manufacture of bakery products,g. Manufacture of starches and starch products,d. Manufacture of games and toys,(V). OTHER MANUFACTURING,n. Manufacture of other special-purpose machinery,b. Manufacture of batteries and accumulators,d. Manufacture of consumer electronics,"e. Manufacture of cement, lime and plaster",a. Manufacture of glass and glass products,g. Manufacture of other chemical products,d. Manufacture of pesticides and other agrochemical products,b. Manufacture of fertilizers and nitrogen compounds,a. Manufacture of electronic components,c. Manufacture of builders carpentry and joinery,c. Manufacture of sports goods,d. Manufacture of vegetable and animal oils and fats,b. Manufacture of musical instruments,(U). MANUFACTURE OF FURNITURE,"(S). MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",j. Manufacture of metal-forming machinery and machine tools,f. Manufacture of lifting and handling equipment,(R). MANUFACTURE OF MACHINERY AND EQUIPMENT,g. Manufacture of other electrical equipment,f. Manufacture of domestic appliances,c. Manufacture of communication equipment,f. Manufacture of other fabricated metal products,"b. Manufacture of tanks, reservoirs and containers of metal",i. Manufacture of non-ferrous metals incl. precious metals,"f. Manufacture of articles of concrete, cement and plaster",c. Manufacture of clay building materials,c. Manufacture of plastics products,(J). MANUFACTURE OF CHEMICALS AND CHEMICAL PRODUCTS,c. Manufacture of other articles of paper and paperboard,(H). MANUFACTURE OF PAPER AND PAPER PRODUCTS,d. Manufacture of wooden containers,b. Manufacture of knitted and crocheted apparel,c. Manufacture of knitted and crocheted fabrics,(A). MANUFACTURE OF FOOD PRODUCTS,c. Manufacture of footwear,"d. Manufacture of bearings, gears, gearing and driving elements","e. Manufacture of cordage, rope, twine and netting",c. Manufacture of motor cycles,b. Manufacture of railway locomotives and rolling stock,(T). MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,h. Manufacture of other general-purpose machinery,"e. Manufacture of ovens, furnaces and furnace burners",(Q). MANUFACTURE OF ELECTRICAL EQUIPMENT,f. Manufacture of watches and clocks,b. Manufacture of computers and peripheral equipment,(M). MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS,b. Manufacture of other rubber products,(L). MANUFACTURE OF RUBBER AND PLASTICS PRODUCTS,"a. Manufacture of pulp, paper and paperboard",(G). MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK  ,"d. Manufacture of made-up textile articles, except apparel",(D). MANUFACTURE OF TEXTILES,b. Manufacture of malt liquors and malt,p. Manufacture of prepared animal feeds,n. Manufacture of processed ready to eat food,"j. Manufacture of cocoa, chocolate and sugar confectionery",f. Manufacture of grain mill products,"b. Manufacture of luggage, handbags, saddlery and harness",d. Manufacture of bicycles and invalid carriages,e. Manufacture of medical and dental instruments and supplies,(N). MANUFACTURE OF BASIC METALS,l. Manufacture of Tea & Coffee products,a. Manufacture of wines & spirits,III   MANUFACTURED PRODUCTS,a. Manufacture of jewellery and related articles,a. Manufacture of furniture,e. Manufacture of other transport equipment,b. Manufacture of parts and accessories for motor vehicles,a. Manufacture of motor vehicles,i. Manufacture of agricultural and forestry machinery,g. Manufacture of office machinery and equipment,"c. Manufacture of other pumps, compressors, taps and valves",b. Manufacture of fluid power equipment,o. Manufacture of renewable electricity generating equipment,m. Manufacture of Processed condiments & salt,c. Manufacture of plastic and synthetic rubber in primary form,a. Manufacture of basic chemicals,(F). MANUFACTURE OF LEATHER AND RELATED PRODUCTS,"a. Manufacture of wearing apparel (woven), except fur apparel",(E). MANUFACTURE OF WEARING APPAREL,(B). MANUFACTURE OF BEVERAGES,o. Manufacture of Health supplements,h. Manufacture of other non-metallic mineral products,"i. Manufacture of sugar, molasses & honey"
2022-Sep,01-09-2022,188.14,236.13,23.21,130.61,24.91,25.66,33.03,25.89,79.58,79.58,34.31,17.87,0.73,166.56,65.1,31.1,65.46,204.63,44.7,95.74,62.33,199.32,45.11,6.78,1.77,417.04,0.21,109.95,647.83,26.8,35.02,592.3,23.77,48.19,38.9,105.55,102.2,231.68,36.68,15.88,194.23,893.84,45.36,168.13,14.85,33.14,25.49,1411.92,39.01,41.39,15.15,181.68,12.71,229.49,58.33,0.57,363.61,11.12,47.51,397.39,28.81,289.83,77.89,103.44,44.92,699.66,29.59,68.07,3.27,23.49,313.75,10.15,15.72,7.29,1335.36,61.6,51.83,8824.72,156.81,109.95,0.23,303.49,344.07,110.72,0.73,61.16,19.45,3.67,30.98,132.63,219.17,62.92,76.64,109.38,114.55,40.95,16.43,142.87
2022-Oct,01-10-2022,189.95,235.93,23.33,127.88,25.01,25.49,32.26,25.48,79.48,79.48,34.04,18.18,0.72,165.98,65.47,31.31,65.33,204.78,45.07,95.94,61.91,203.31,44.99,6.77,1.77,417.52,0.22,109.25,646.82,26.86,35.33,592.77,23.95,48.19,38.93,103.89,101.81,234.84,36.85,16.07,194.1,895.68,44.93,166.6,14.59,33.01,25.24,1415.38,38.88,41.32,14.71,181.81,11.99,228.99,57.84,0.58,363.61,11.03,47.51,397.98,28.27,289.16,77.06,103.08,44.98,689.98,29.84,67.81,3.31,23.37,317.79,10.14,15.69,7.33,1326.26,60.62,52.08,8806.1,156.15,109.25,0.23,304.43,342.17,111.45,0.73,60.85,19.39,3.74,31.17,131.51,218.9,62.31,76.7,109.31,115.17,40.86,16.4,142.87
2022-Nov,01-11-2022,190.4,234.72,23.36,128.66,25.23,25.51,31.49,25.48,79.33,79.33,34.31,17.83,0.72,168.27,65.89,31.34,64.16,205.67,45.41,95.07,61.91,203.17,44.79,6.8,1.78,420.89,0.22,109.04,644.8,26.84,35.44,593.7,24.05,48.12,38.93,104.04,101.68,234.01,37.01,16.4,191.61,888.94,43.79,164.53,14.7,33.11,24.74,1423.16,38.88,41.16,14.29,182.08,12.01,229.32,57.8,0.59,362.76,11.05,47.51,400.37,28.33,286.7,76.68,103.15,44.69,674,29.57,69.65,3.25,23.54,319.71,10.1,15.67,7.22,1304.39,60.04,52.48,8768.87,158.66,109.04,0.23,302.33,342.44,112.26,0.73,60.9,19.56,3.73,31.8,128.42,216.43,62.41,77.06,109.82,115.17,40.51,16.58,143.77
2022-Dec,01-12-2022,192.77,235.13,23.36,128.95,25.23,25.45,31.14,25.78,80.4,80.4,34.71,17.61,0.72,175.38,65.94,30.98,65.2,206.12,46.6,94.47,61.61,202.35,44.25,6.77,1.77,406.44,0.21,110.3,646.31,26.84,35.61,591.83,24.4,47.83,39.26,104.33,101.36,238.33,37.07,16.19,191.61,881.6,42.8,161.8,14.61,32.75,24.04,1414.52,38.57,41.56,14.29,183.4,11.99,230.49,56.57,0.59,364.45,11.01,47.55,401.86,28.27,286.7,75.85,103.22,44.37,666.25,29.55,68.67,3.27,23.96,323.95,10.15,15.56,7.22,1304.39,58.68,52.68,8756.45,165.85,110.3,0.23,303.26,342.71,112.02,0.73,61.11,19.67,3.71,31.8,127.58,212.74,61.95,77.06,109.53,115.17,40.42,16.58,143.55
2023-Jan,01-01-2023,194.13,235.93,22.84,128.37,25.27,25.4,31.08,25.25,80.3,80.3,34.58,17.69,0.72,173.09,65.89,30.96,65.46,208.07,46.94,93.6,60.66,202.48,44.91,6.69,1.79,400.17,0.21,110.44,641.77,26.86,35.69,595.11,24.24,47.87,38.99,105.12,100.77,243.99,36.85,15.64,192.3,877.31,42.42,161.69,14.76,32.79,23.66,1410.19,38.64,41.75,14.07,184.06,12.46,231.49,58.86,0.6,366.14,11.02,47.55,403.35,28.3,287.82,76.1,103.22,44.17,663.83,29.68,68.83,3.27,23.71,329.15,10.11,15.52,7.18,1325.34,56.61,52.56,8775.07,163.56,110.44,0.23,300,341.9,112.58,0.73,61.11,19.77,3.71,31.71,129.08,208.77,61.8,76.7,109.16,115.8,40.24,16.71,142.65
2023-Feb,01-02-2023,197.29,235.33,22.8,128.08,25.38,25.43,31.35,25.48,80.59,80.59,34.65,17.48,0.72,176.18,66.59,30.96,64.75,208.07,46.57,92.59,60.28,201.52,44.68,6.69,1.78,392.46,0.23,110.65,641.77,26.95,35.92,598.39,24.46,47.66,39.2,105.84,103.56,245.82,37.2,15.3,192.44,874.25,42.77,161.37,14.76,32.98,23.43,1399.82,38.6,42.05,13.88,185.65,12.24,232.82,59.47,0.59,365.58,11.05,47.58,403.35,28.44,288.04,76.05,102.86,44.31,664.31,29.7,68.24,3.28,23.82,324.91,10.09,15.48,7.16,1338.1,56.1,53,8787.48,166.72,110.65,0.23,299.76,342.17,112.58,0.73,61.05,19.83,3.71,31.19,131.32,206.3,62.31,76.96,109.6,116.24,40.26,16.86,142.65
2023-Mar,01-03-2023,199.21,234.52,22.8,129.64,25.42,25.4,31.26,24.99,81.9,81.9,34.63,17.45,0.72,176.41,66.77,31.62,65.07,206.57,46.43,92.79,60.02,200.56,44.13,6.75,1.78,380.42,0.23,111.98,648.33,27.11,36,599.8,24.63,47.66,39.2,104.76,104.08,244.66,37.18,15.21,191.75,870.58,42.24,160.28,14.79,33.22,23.51,1390.31,38.98,42.42,13.67,188.96,12.22,236.16,58.82,0.59,364.45,10.91,47.58,401.26,28.3,287.15,75.71,103.15,44.63,662.38,29.68,67.94,3.29,23.66,324.33,10.13,15.49,7.15,1331.72,58.99,52.68,8768.87,166.93,111.98,0.23,300.7,347.61,113.07,0.73,61.21,20.32,3.76,31.99,129.55,205.34,62.36,76.96,109.82,116.24,39.73,16.54,141.98
2023-Apr,01-04-2023,200.68,236.74,22.82,129.25,25.59,25.49,31.46,25.33,82.19,82.19,34.4,17.3,0.73,182.71,66.4,32.09,66.24,207.02,46.51,92.06,58.52,199.87,44.29,6.73,1.81,374.4,0.22,111.98,646.31,27.11,35.78,601.67,24.71,47.87,39.35,104.25,104.41,244.33,37.78,15.7,191.34,863.84,43.35,160.5,14.95,32.77,23.35,1387.71,39.01,42.55,13.47,189.75,12.05,236.66,59.27,0.59,367.83,11.14,47.58,403.05,28.54,287.37,75.03,103.8,44.66,664.31,29.84,68.21,3.3,23.7,321.06,10.18,15.34,7.15,1323.52,61.5,53,8775.07,173.25,111.98,0.23,299.76,346.52,113.79,0.73,61.21,20.22,3.78,31.68,128.33,202.88,62.92,76.96,109.45,116.78,40.18,16.38,145.01
2023-May,01-05-2023,201.02,238.35,22.43,129.54,25.74,25.72,31.2,25.46,82.97,82.97,34.17,17.14,0.72,180.87,66.96,32.02,68.26,205.67,46.43,91.39,58.18,198.5,44.41,6.79,1.82,360.66,0.21,111.91,646.82,27.08,35.8,602.14,24.71,47.94,39.35,104.4,104.6,242.99,37.73,15.24,189.4,854.66,42.89,159.19,15.06,33.24,23.11,1373.88,39.13,42.09,13.2,190.01,12.05,236.83,59.63,0.59,367.27,11.18,47.58,401.56,28.7,285.58,74.6,104.59,44.83,658.02,29.7,67.09,3.33,23.84,320.87,10.03,15.32,7.03,1308.04,62.08,53.04,8725.42,171.62,111.91,0.23,300.23,346.79,113.87,0.73,61.31,20.15,3.8,32.18,126.65,199.05,62.97,76.96,109.82,116.51,40.02,16.38,146.02
2023-Jun,01-06-2023,201.7,238.35,22.43,128.76,25.82,25.47,30.52,25.35,84.08,84.08,34.4,16.74,0.73,180.65,66.73,32.18,67.74,205.82,46.57,90.38,57.41,198.22,44.72,6.82,1.81,349.34,0.21,111.98,645.3,27.02,35.75,599.8,24.6,48.12,39.5,104.47,104.02,240,37.67,15.3,188.85,844.25,42.42,156.57,15.19,32.92,22.86,1373.01,39.16,42.02,13.15,190.15,12.17,236.99,58.53,0.6,367.27,11.25,47.58,401.56,28.44,284.46,72.86,104.74,45.27,652.69,29.7,67.68,3.36,23.97,324.72,10.11,15.31,7.07,1289.82,64.69,53.04,8681.98,171.29,111.98,0.23,300,345.43,114.2,0.73,60.79,20.03,3.79,32.88,124.4,193.57,63.59,77.01,109.6,116.6,40.33,16.37,147.14
2023-Jul,01-07-2023,202.15,238.55,22.41,126.81,25.84,25.49,30.26,24.97,83.84,83.84,34.4,16.65,0.73,173.31,66.91,32.21,67.35,205.82,46.68,89.85,56.59,197.26,44.91,6.64,1.81,355.84,0.22,111.84,648.84,27.11,35.89,602.61,24.79,48.37,39.5,104.11,102.91,239.17,37.97,14.59,188.71,836.29,39.58,152.1,14.92,33.52,22.72,1382.53,39.53,41.79,13.19,190.41,12.17,237.49,60.17,0.63,368.39,11.4,47.58,401.26,28.73,284.24,71.02,104.16,45.24,648.34,29.81,68.4,3.4,23.89,328.57,10.2,15.49,7.07,1274.33,63.81,53.08,8657.16,163.89,111.84,0.23,299.3,349.78,114.52,0.73,60.79,19.94,3.78,33.11,122.34,190.42,64.1,76.85,109.97,116.69,39.35,15.76,147.36
2023-Aug,01-08-2023,201.92,240.57,22.37,129.83,25.93,26.35,30.52,24.33,83.55,83.55,34.23,16.7,0.73,177.21,66.82,32.11,67.28,205.97,46.29,89.91,56.94,194.24,44.99,6.64,1.81,355.36,0.2,111.98,647.83,27.11,36.11,602.14,24.69,48.37,41.12,102.67,102.66,239.17,37.97,14.54,188.85,834.46,38.71,151.55,15,33.33,22.84,1390.31,39.62,42.09,13.35,191.07,12.23,238.16,59.35,0.61,371.77,11.39,47.58,402.46,28.54,284.46,71.02,104.52,45.38,649.3,29.95,69.52,3.39,23.8,335.11,10.15,15.48,7.07,1280.71,62.01,53.48,8681.98,167.81,111.98,0.23,297.67,350.6,114.04,0.73,60.64,19.87,3.78,33.2,124.21,189.33,63.99,77.27,110.26,117.22,39.84,16.02,148.82
2023-Sep,01-09-2023,203.28,241.37,22.35,131,25.99,25.6,30.49,24.47,84.13,84.13,34.48,16.97,0.73,177.32,67.01,32.28,67.35,205.82,46.43,89.78,56.89,193.14,45.42,6.69,1.82,343.8,0.21,111.98,646.31,27.24,35.97,605.42,24.63,47.66,40.88,103.39,101.88,240.5,37.92,15.34,190.78,834.46,38.65,150.9,14.88,33.67,22.69,1386.85,39.41,42.22,13.11,193.98,12.26,241.16,59.88,0.6,369.52,11.49,47.87,402.46,28.57,286.47,70.49,105.67,45.44,650.27,29.86,69.65,3.4,23.87,339.92,10.17,15.43,6.99,1302.57,60.75,53.52,8713.01,168.02,111.98,0.24,297.43,348.7,114.84,0.73,60.59,19.97,3.78,33.93,124.21,190.29,63.18,76.96,110.26,117.14,40.4,15.79,150.96
2023-Oct,01-10-2023,203.61,241.98,22.39,128.86,26.04,25.68,30.43,25.6,84.27,84.27,34.4,17.17,0.72,175.72,66.82,32.4,68.13,207.92,46.4,89.65,56.98,195.34,45.14,6.64,1.81,340.67,0.22,111.56,644.8,27.24,36.06,604.01,24.75,47.91,41.24,103.61,102.27,239.5,37.75,15.31,189.26,836.29,38.62,151.01,14.92,34.15,23.05,1390.31,39.44,41.95,12.94,192.26,12.53,239.66,59.51,0.6,372.05,11.42,47.87,404.24,28.57,284.68,70.29,106.11,45.38,652.21,29.97,69.49,3.45,23.94,343,10.17,15.48,7.01,1295.28,61.91,53.76,8713.01,166.39,111.56,0.24,295.8,349.24,115.08,0.73,60.79,20.14,3.8,33.46,123,191.38,63.23,77.53,111.29,117.49,40.2,15.74,153.42
